store,week,sales,count,price,prom,cost,brand,size
2,37,11,14864,3.6400001,0,2.3800001,Tylenol,25
2,38,18,13098,1.74,.77999997,1.12,Tylenol,25
2,39,6,12142,3.53,0,2.29,Tylenol,25
2,40,5,11470,3.6099999,0,2.3199999,Tylenol,25
2,41,13,15714,3.54,0,2.29,Tylenol,25
2,42,10,12279,3.5699999,0,2.3199999,Tylenol,25
2,43,12,14280,3.5899999,0,2.3299999,Tylenol,25
2,44,8,13674,3.52,0,2.27,Tylenol,25
2,45,11,14360,3.5799999,0,2.3199999,Tylenol,25
2,46,8,13736,3.6300001,0,2.3699999,Tylenol,25
2,47,11,13041,3.5799999,0,2.3199999,Tylenol,25
2,48,15,14148,3.54,0,2.26,Tylenol,25
2,1,11,14181,4.8200002,0,3.4300001,Tylenol,50
2,2,10,13965,4.73,.2,3.3199999,Tylenol,50
2,3,5,13538,4.9099998,0,3.3399999,Tylenol,50
2,4,6,13735,4.9099998,0,3.3199999,Tylenol,50
2,5,7,13735,4.8200002,0,3.3299999,Tylenol,50
2,6,15,14553,4.8200002,0,3.3900001,Tylenol,50
2,7,10,14229,4.9299998,0,3.46,Tylenol,50
2,8,15,13890,5,0,3.4300001,Tylenol,50
2,9,15,13890,5,0,3.4300001,Tylenol,50
2,10,9,15164,4.8499999,0,3.4000001,Tylenol,50
2,11,10,14136,4.9099998,0,3.4000001,Tylenol,50
2,12,16,14561,4.8800001,0,3.5899999,Tylenol,50
2,13,14,14692,4.9000001,0,3.46,Tylenol,50
2,14,14,15758,5.2800002,0,3.54,Tylenol,50
2,15,12,14936,5.1599998,0,3.6300001,Tylenol,50
2,16,14,15714,4.7800002,0,3.6700001,Tylenol,50
2,17,19,16886,4.6700001,.74000001,3.7,Tylenol,50
2,18,13,14249,5.1300001,0,3.8800001,Tylenol,50
2,19,7,14713,5.1900001,0,3.76,Tylenol,50
2,20,9,14637,5.2800002,0,3.75,Tylenol,50
2,21,12,16514,5.1599998,0,3.76,Tylenol,50
2,22,22,14514,5.3000002,0,3.73,Tylenol,50
2,23,7,14701,5.3299999,0,3.72,Tylenol,50
2,24,11,14854,5.3499999,0,3.7,Tylenol,50
2,25,15,15918,5.2800002,0,3.8399999,Tylenol,50
2,26,8,13834,5.1399999,.25,3.8,Tylenol,50
2,27,11,13259,5.1199999,0,3.9000001,Tylenol,50
2,28,11,13259,5.1199999,0,3.9000001,Tylenol,50
2,29,6,13508,5.3200002,0,3.72,Tylenol,50
2,30,10,13798,4.5100002,.5,3.8699999,Tylenol,50
2,31,7,13108,5.25,0,3.8299999,Tylenol,50
2,32,5,12993,5.1100001,0,3.9200001,Tylenol,50
2,33,7,13991,5.0500002,0,3.97,Tylenol,50
2,34,7,13991,5.0500002,0,3.97,Tylenol,50
2,35,7,13991,5.0500002,0,3.97,Tylenol,50
2,36,9,12830,4.9200001,.33000001,3.6300001,Tylenol,50
2,37,8,14864,4.2399998,.63,3.72,Tylenol,50
2,38,11,13098,5.2399998,0,3.6900001,Tylenol,50
2,39,15,12142,5.0599999,0,4.0799999,Tylenol,50
2,40,18,11470,4.6100001,.56,3.75,Tylenol,50
2,41,15,15714,5,.27000001,3.75,Tylenol,50
2,42,12,12279,5.2199998,0,3.79,Tylenol,50
2,43,9,14280,5.4299998,0,3.76,Tylenol,50
2,44,8,13674,5.29,0,3.72,Tylenol,50
2,45,6,14360,5.4899998,0,3.79,Tylenol,50
2,46,11,13736,5.3200002,0,3.75,Tylenol,50
2,47,16,13041,5.1799998,0,3.73,Tylenol,50
2,48,14,14148,5.23,0,3.73,Tylenol,50
2,1,8,14181,8.1499996,0,5.7199998,Tylenol,100
2,2,13,13965,7.4400001,0,5.6100001,Tylenol,100
2,3,4,13538,7.0900002,0,5.5700002,Tylenol,100
2,4,10,13735,7.5500002,0,5.6999998,Tylenol,100
2,5,6,13735,7.3899999,0,5.6100001,Tylenol,100
2,6,5,14553,7.6900001,0,5.54,Tylenol,100
2,7,6,14229,7.3899999,0,5.4899998,Tylenol,100
2,8,9,13890,7.4299998,0,5.48,Tylenol,100
2,9,9,13890,7.4299998,0,5.48,Tylenol,100
2,10,20,15164,6.1500001,.34999999,5.48,Tylenol,100
2,11,17,14136,6.0500002,.81999999,5.4299998,Tylenol,100
2,12,7,14561,7.7800002,0,5.77,Tylenol,100
2,13,9,14692,7.1900001,0,5.46,Tylenol,100
2,14,12,15758,7.2399998,0,5.1700001,Tylenol,100
2,15,7,14936,7.4499998,0,5.1399999,Tylenol,100
2,16,7,15714,7.5599999,0,5.3699999,Tylenol,100
2,17,10,16886,7.1500001,0,5.4699998,Tylenol,100
2,18,9,14249,7.8299999,0,5.73,Tylenol,100
2,19,6,14713,7.0900002,.5,5.8400002,Tylenol,100
2,20,15,14637,7.6199999,0,5.6599998,Tylenol,100
2,21,5,16514,9.0299997,0,6.2600002,Tylenol,100
2,22,11,14514,7.54,0,5.6999998,Tylenol,100
2,23,9,14701,7.1700001,0,5.54,Tylenol,100
2,24,8,14854,7.8699999,0,5.8699999,Tylenol,100
2,25,9,15918,7.5,0,5.6399999,Tylenol,100
2,26,5,13834,8.4300003,0,6.0799999,Tylenol,100
2,27,9,13259,7.5,0,5.6700001,Tylenol,100
2,28,9,13259,7.5,0,5.6700001,Tylenol,100
2,29,8,13508,8.3199997,0,5.96,Tylenol,100
2,30,6,13798,7.6599998,0,5.6900001,Tylenol,100
2,31,10,13108,7.1500001,0,5.6599998,Tylenol,100
2,32,15,12993,5.8800001,.87,5.3699999,Tylenol,100
2,33,5,13991,6.8099999,.60000002,5.75,Tylenol,100
2,34,5,13991,6.8099999,.60000002,5.75,Tylenol,100
2,35,5,13991,6.8099999,.60000002,5.75,Tylenol,100
2,36,4,12830,8.2399998,0,6.2800002,Tylenol,100
2,37,10,14864,7.6700001,0,6.1999998,Tylenol,100
2,38,6,13098,8.4200001,0,6.46,Tylenol,100
2,39,5,12142,8.5500002,0,6.3800001,Tylenol,100
2,40,4,11470,7.4899998,0,6.1799998,Tylenol,100
2,41,11,15714,7.5900002,0,6.1100001,Tylenol,100
2,42,6,12279,8.29,0,6.3699999,Tylenol,100
2,43,8,14280,6.8400002,0,6,Tylenol,100
2,44,2,13674,8.79,0,6.54,Tylenol,100
2,45,2,14360,6.1900001,0,5.8200002,Tylenol,100
2,46,6,13736,8.5600004,0,6.46,Tylenol,100
2,47,15,13041,6.3000002,.73000002,5.9200001,Tylenol,100
2,48,11,14148,6.79,.55000001,6.0599999,Tylenol,100
2,1,11,14181,3.01,0,2.03,Advil,25
2,2,8,13965,3.01,0,2.03,Advil,25
2,3,5,13538,3.01,1,2.03,Advil,25
2,4,10,13735,3.01,0,2.03,Advil,25
2,5,8,13735,3.1700001,0,2.02,Advil,25
2,6,12,14553,2.49,0,2.02,Advil,25
2,7,8,14229,2.49,1,2.02,Advil,25
2,8,11,13890,3.1700001,0,2.0999999,Advil,25
2,9,11,13890,3.1700001,0,2.0999999,Advil,25
2,10,10,15164,3.03,0,2.0999999,Advil,25
2,11,4,14136,3.04,0,2,Advil,25
2,12,9,14561,3.03,0,2,Advil,25
2,13,4,14692,3.1700001,0,2,Advil,25
2,14,8,15758,3.1700001,0,2.01,Advil,25
2,15,9,14936,3.1700001,0,2.01,Advil,25
2,16,10,15714,3.3299999,0,2,Advil,25
2,17,6,16886,3.3299999,0,2,Advil,25
2,18,5,14249,3.3299999,0,2.01,Advil,25
2,19,3,14713,3.3299999,0,2.0699999,Advil,25
2,20,7,14637,3.3299999,0,2.04,Advil,25
2,21,10,16514,3.3299999,0,2.04,Advil,25
2,22,12,14514,3.3299999,0,2.0699999,Advil,25
2,23,8,14701,3.3299999,0,2.0699999,Advil,25
2,24,11,14854,3.3299999,0,2.1099999,Advil,25
2,25,10,15918,3.3299999,0,2.1099999,Advil,25
2,26,6,13834,2.99,.5,2.1099999,Advil,25
2,27,7,13259,2.99,0,2.1099999,Advil,25
2,28,7,13259,2.99,0,2.1099999,Advil,25
2,29,7,13508,3.3299999,0,2.1099999,Advil,25
2,30,10,13798,3.3299999,0,2.1099999,Advil,25
2,31,10,13108,3.3299999,0,2.1099999,Advil,25
2,32,10,12993,3.3299999,0,2.1099999,Advil,25
2,33,13,13991,3.3299999,0,2.1099999,Advil,25
2,34,13,13991,3.3299999,0,2.1099999,Advil,25
2,35,13,13991,3.3299999,0,2.1099999,Advil,25
2,36,7,12830,3.3299999,0,2,Advil,25
2,37,1,14864,2.99,0,2.03,Advil,25
2,38,8,13098,3.3299999,0,2,Advil,25
2,39,6,12142,3.3299999,0,2,Advil,25
2,40,5,11470,3.3299999,0,2,Advil,25
2,41,8,15714,3.3299999,0,2,Advil,25
2,42,6,12279,3.3299999,0,2,Advil,25
2,43,4,14280,3.3299999,0,1.88,Advil,25
2,44,3,13674,3.3299999,0,1.89,Advil,25
2,45,5,14360,3.3299999,0,1.88,Advil,25
2,46,5,13736,3.3299999,0,1.88,Advil,25
2,47,11,13041,2.79,.55000001,1.88,Advil,25
2,48,10,14148,2.79,1,1.88,Advil,25
2,1,11,14181,4.9699998,0,3.46,Advil,50
2,2,12,13965,4.9699998,0,3.46,Advil,50
2,3,19,13538,4.9699998,0,3.46,Advil,50
2,4,14,13735,4.6900001,0,3.46,Advil,50
2,5,9,13735,4.6900001,0,3.46,Advil,50
2,6,6,14553,4.6900001,0,3.46,Advil,50
2,7,4,14229,4.6900001,0,3.46,Advil,50
2,8,7,13890,5.29,0,3.46,Advil,50
2,9,7,13890,5.29,0,3.46,Advil,50
2,10,2,15164,5.29,0,3.46,Advil,50
2,11,4,14136,5.29,0,3.46,Advil,50
2,12,6,14561,5.29,0,3.46,Advil,50
2,13,5,14692,5.29,0,3.46,Advil,50
2,14,2,15758,5.29,0,3.46,Advil,50
2,15,7,14936,5.29,0,3.46,Advil,50
2,16,2,15714,5.29,0,3.53,Advil,50
2,17,5,16886,5.29,0,3.54,Advil,50
2,18,6,14249,5.29,0,3.6199999,Advil,50
2,19,5,14713,5.29,0,3.6300001,Advil,50
2,20,8,14637,5.0300002,.63,3.6199999,Advil,50
2,21,4,16514,5.0300002,0,3.6099999,Advil,50
2,22,6,14514,5.0300002,1,3.5999999,Advil,50
2,23,3,14701,5.0300002,0,3.5999999,Advil,50
2,24,1,14854,5.29,0,3.5999999,Advil,50
2,25,3,15918,5.29,0,3.5999999,Advil,50
2,26,1,13834,5.29,0,3.9100001,Advil,50
2,27,3,13259,5.29,0,3.9100001,Advil,50
2,28,3,13259,5.29,0,3.9100001,Advil,50
2,29,1,13508,5.29,0,3.9100001,Advil,50
2,30,3,13798,5.29,0,3.9100001,Advil,50
2,31,1,13108,5.29,0,3.9100001,Advil,50
2,32,1,12993,5.29,0,3.6400001,Advil,50
2,33,4,13991,5.29,0,3.6400001,Advil,50
2,34,4,13991,5.29,0,3.6400001,Advil,50
2,35,4,13991,5.29,0,3.6400001,Advil,50
2,36,3,12830,3.99,1,3.6400001,Advil,50
2,37,5,14864,5.29,0,3.6400001,Advil,50
2,38,5,13098,5.29,0,3.6400001,Advil,50
2,39,2,12142,5.29,0,3.6400001,Advil,50
2,40,3,11470,5.29,0,3.6400001,Advil,50
2,41,3,15714,5.29,0,3.6900001,Advil,50
2,42,4,12279,5.29,0,3.71,Advil,50
2,43,4,14280,5.29,0,3.8199999,Advil,50
2,44,4,13674,5.29,0,3.78,Advil,50
2,45,4,14360,5.29,0,3.75,Advil,50
2,46,3,13736,5.29,0,3.72,Advil,50
2,47,5,13041,5.29,0,3.77,Advil,50
2,48,8,14148,5.29,0,3.72,Advil,50
2,1,2,14181,7.9899998,0,5.8400002,Advil,100
2,2,5,13965,7.9899998,0,5.8400002,Advil,100
2,3,3,13538,7.9899998,0,5.8299999,Advil,100
2,4,6,13735,7.5599999,0,5.98,Advil,100
2,5,6,13735,7.5599999,0,5.98,Advil,100
2,6,3,14553,7.5599999,0,6.0100002,Advil,100
2,7,7,14229,7.5599999,.14,5.8200002,Advil,100
2,8,2,13890,7.9899998,0,5.7600002,Advil,100
2,9,2,13890,7.9899998,0,5.7600002,Advil,100
2,10,1,15164,8.3900003,0,5.8299999,Advil,100
2,11,4,14136,8.3900003,0,5.7800002,Advil,100
2,12,1,14561,8.2200003,0,6.0700002,Advil,100
2,13,3,14692,8.3900003,0,5.7600002,Advil,100
2,14,1,15758,8.3900003,0,5.7600002,Advil,100
2,15,4,14936,8.3900003,0,6.3000002,Advil,100
2,16,3,15714,8.3900003,0,6.0700002,Advil,100
2,17,1,16886,8.2200003,0,6.0700002,Advil,100
2,18,1,14249,8.3900003,0,5.8099999,Advil,100
2,19,5,14713,8.3900003,0,5.9200001,Advil,100
2,20,1,14637,8.3900003,0,6.3800001,Advil,100
2,21,2,16514,8.3900003,0,5.8099999,Advil,100
2,22,3,14514,8.3900003,0,6.0999999,Advil,100
2,23,6,14701,8.3900003,0,6.0500002,Advil,100
2,24,4,14854,8.3900003,0,6.0500002,Advil,100
2,25,2,15918,8.3900003,0,6.0999999,Advil,100
2,26,4,13834,6.9899998,.5,6.2800002,Advil,100
2,27,3,13259,6.9899998,0,6.4699998,Advil,100
2,28,3,13259,6.9899998,0,6.4699998,Advil,100
2,29,8,13508,8.3900003,0,6.5500002,Advil,100
2,30,8,13798,8.3900003,0,6.1799998,Advil,100
2,31,2,13108,8.3900003,0,6.1799998,Advil,100
2,32,1,12993,8.3900003,0,6.1900001,Advil,100
2,33,10,13991,8.3900003,0,6.1900001,Advil,100
2,34,10,13991,8.3900003,0,6.1900001,Advil,100
2,35,10,13991,8.3900003,0,6.1900001,Advil,100
2,36,4,12830,8.3900003,0,6.1799998,Advil,100
2,37,5,14864,8.3900003,0,6.1799998,Advil,100
2,38,1,13098,8.2200003,0,6.0700002,Advil,100
2,39,5,12142,8.3900003,0,6.1100001,Advil,100
2,40,4,11470,7.9400001,1,6.0700002,Advil,100
2,41,5,15714,7.9400001,.40000001,6.1599998,Advil,100
2,42,8,12279,7.9400001,1,6.1799998,Advil,100
2,43,2,14280,7.9400001,1,6.21,Advil,100
2,44,2,13674,8.3900003,0,6.3200002,Advil,100
2,45,2,14360,8.3900003,0,6.21,Advil,100
2,46,2,13736,8.3900003,0,6.3200002,Advil,100
2,47,8,13041,8.3900003,0,6.5599999,Advil,100
2,48,4,14148,8.3900003,0,6.5500002,Advil,100
2,1,4,14181,2.98,0,1.87,Bayer,25
2,2,3,13965,2.76,0,1.78,Bayer,25
2,3,4,13538,2.3299999,0,1.59,Bayer,25
2,4,4,13735,2.3299999,0,1.59,Bayer,25
2,5,4,13735,3.3099999,0,2.02,Bayer,25
2,6,3,14553,2.76,0,1.78,Bayer,25
2,7,4,14229,2.98,0,1.87,Bayer,25
2,8,5,13890,2.5599999,.2,1.7,Bayer,25
2,9,5,13890,2.5599999,.2,1.7,Bayer,25
2,10,5,15164,2.79,.40000001,1.83,Bayer,25
2,11,2,14136,2.3299999,0,1.6,Bayer,25
2,12,2,14561,2.3299999,0,1.6,Bayer,25
2,13,8,14692,2.8199999,0,1.83,Bayer,25
2,14,6,15758,2.55,0,1.7,Bayer,25
2,15,6,14936,2.76,0,1.8,Bayer,25
2,16,5,15714,2.3299999,0,1.6,Bayer,25
2,17,6,16886,2.55,0,1.77,Bayer,25
2,18,1,14249,2.3299999,0,1.6799999,Bayer,25
2,19,6,14713,2.55,0,1.76,Bayer,25
2,20,2,14637,2.22,0,1.66,Bayer,25
2,21,3,16514,2.6900001,.67000002,1.86,Bayer,25
2,22,4,14514,2.5699999,.75,1.8099999,Bayer,25
2,23,7,14701,2.8199999,.56999999,1.97,Bayer,25
2,24,2,14854,2.3299999,0,1.66,Bayer,25
2,25,4,15918,3.54,0,2.2,Bayer,25
2,26,6,13834,2.72,0,1.8099999,Bayer,25
2,27,6,13259,2.96,0,1.9299999,Bayer,25
2,28,6,13259,2.96,0,1.9299999,Bayer,25
2,29,9,13508,2.8,0,1.89,Bayer,25
2,30,3,13798,3.4200001,0,2.1700001,Bayer,25
2,31,3,13108,2.96,0,1.96,Bayer,25
2,32,1,12993,2.6500001,0,1.83,Bayer,25
2,33,4,13991,2.8,.25,2.02,Bayer,25
2,34,4,13991,2.8,.25,2.02,Bayer,25
2,35,4,13991,2.8,.25,2.02,Bayer,25
2,36,1,12830,2.6500001,0,1.83,Bayer,25
2,37,1,14864,2.49,0,1.9,Bayer,25
2,38,4,13098,2.49,0,1.9,Bayer,25
2,39,1,12142,2.49,0,1.9,Bayer,25
2,40,2,11470,2.49,0,1.9,Bayer,25
2,41,2,15714,2.49,0,1.9,Bayer,25
2,42,1,12279,2.6500001,0,1.83,Bayer,25
2,43,4,14280,2.49,0,1.79,Bayer,25
2,44,4,13674,2.53,0,1.83,Bayer,25
2,45,7,14360,2.47,0,1.8099999,Bayer,25
2,46,6,13736,2.5799999,.67000002,1.84,Bayer,25
2,47,5,13041,2.3800001,1,1.79,Bayer,25
2,48,2,14148,2.3800001,1,1.79,Bayer,25
2,1,3,14181,3.49,0,2.0799999,Bayer,50
2,2,5,13965,3.49,0,2.0799999,Bayer,50
2,3,2,13538,3.49,0,2.0799999,Bayer,50
2,4,3,13735,3.49,0,2.0799999,Bayer,50
2,5,3,13735,3.49,0,2.0799999,Bayer,50
2,6,2,14553,3.49,0,2.0799999,Bayer,50
2,7,2,14229,3.49,0,2.0799999,Bayer,50
2,8,1,13890,3.3399999,1,2.0799999,Bayer,50
2,9,1,13890,3.3399999,1,2.0799999,Bayer,50
2,10,1,15164,3.3399999,0,2.0799999,Bayer,50
2,11,6,14136,3.3399999,0,2.0799999,Bayer,50
2,12,2,14561,3.3399999,0,2.23,Bayer,50
2,13,5,14692,3.49,0,2.23,Bayer,50
2,14,3,15758,3.49,0,2.23,Bayer,50
2,15,2,14936,3.49,0,2.23,Bayer,50
2,16,1,15714,3.49,0,2.23,Bayer,50
2,17,1,16886,3.49,0,2.3199999,Bayer,50
2,18,1,14249,3.49,0,2.3499999,Bayer,50
2,19,2,14713,3.49,0,2.3499999,Bayer,50
2,20,1,14637,3.49,0,2.3499999,Bayer,50
2,21,2,16514,3.49,0,2.3599999,Bayer,50
2,22,6,14514,3.49,0,2.3599999,Bayer,50
2,23,3,14701,3.49,0,2.3800001,Bayer,50
2,24,4,14854,3.49,0,2.3800001,Bayer,50
2,25,1,15918,3.5699999,0,2.3399999,Bayer,50
2,26,1,13834,3.79,0,2.3699999,Bayer,50
2,27,4,13259,3.79,0,2.3800001,Bayer,50
2,28,4,13259,3.79,0,2.3800001,Bayer,50
2,29,3,13508,3.79,0,2.3800001,Bayer,50
2,30,3,13798,3.79,0,2.3800001,Bayer,50
2,31,4,13108,3.79,0,2.3800001,Bayer,50
2,32,2,12993,3.6400001,0,2.3800001,Bayer,50
2,33,4,13991,3.6400001,1,2.3800001,Bayer,50
2,34,4,13991,3.6400001,1,2.3800001,Bayer,50
2,35,4,13991,3.6400001,1,2.3800001,Bayer,50
2,36,1,12830,3.79,0,2.3800001,Bayer,50
2,37,4,14864,3.79,0,2.3800001,Bayer,50
2,38,3,13098,3.8599999,0,2.9100001,Bayer,50
2,39,6,12142,3.9200001,.67000002,3.45,Bayer,50
2,40,4,11470,3.8900001,.5,3.1800001,Bayer,50
2,41,1,15714,3.79,0,2.3900001,Bayer,50
2,42,3,12279,4.9200001,0,3.45,Bayer,50
2,43,3,14280,4.3600001,0,2.9200001,Bayer,50
2,44,6,13674,4.8699999,.33000001,3.45,Bayer,50
2,45,4,14360,4.0999999,.75,2.79,Bayer,50
2,46,7,13736,5.2800002,0,3.79,Bayer,50
2,47,6,13041,4.2600002,.67000002,2.9200001,Bayer,50
2,48,6,14148,3.76,.67000002,2.54,Bayer,50
2,1,8,14181,3.97,0,3.72,Bayer,100
2,2,4,13965,3.97,0,3.72,Bayer,100
2,3,8,13538,3.97,0,3.72,Bayer,100
2,4,5,13735,3.97,0,3.71,Bayer,100
2,5,6,13735,3.97,0,3.72,Bayer,100
2,6,28,14553,3.79,.88999999,3.72,Bayer,100
2,7,19,14229,3.97,0,3.72,Bayer,100
2,8,15,13890,3.97,0,3.71,Bayer,100
2,9,15,13890,3.97,0,3.71,Bayer,100
2,10,13,15164,3.97,0,3.71,Bayer,100
2,11,16,14136,3.97,0,3.71,Bayer,100
2,12,6,14561,3.97,0,3.7,Bayer,100
2,13,7,14692,3.97,0,3.7,Bayer,100
2,14,6,15758,3.97,0,3.71,Bayer,100
2,15,10,14936,3.97,0,3.7,Bayer,100
2,16,9,15714,3.79,0,3.7,Bayer,100
2,17,8,16886,3.79,0,3.71,Bayer,100
2,18,9,14249,3.97,0,3.71,Bayer,100
2,19,9,14713,3.97,0,3.71,Bayer,100
2,20,9,14637,3.97,0,3.71,Bayer,100
2,21,6,16514,3.97,0,3.72,Bayer,100
2,22,5,14514,3.97,0,3.74,Bayer,100
2,23,8,14701,3.97,0,3.74,Bayer,100
2,24,10,14854,3.73,.60000002,3.72,Bayer,100
2,25,6,15918,3.73,.5,3.72,Bayer,100
2,26,4,13834,3.73,.5,3.72,Bayer,100
2,27,9,13259,3.73,1,3.72,Bayer,100
2,28,9,13259,3.73,1,3.72,Bayer,100
2,29,10,13508,4.29,0,3.74,Bayer,100
2,30,4,13798,3.75,1,3.6900001,Bayer,100
2,31,5,13108,3.75,1,3.71,Bayer,100
2,32,11,12993,4.02,1,3.8,Bayer,100
2,33,6,13991,4.02,.82999998,3.79,Bayer,100
2,34,6,13991,4.02,.82999998,3.79,Bayer,100
2,35,6,13991,4.02,.82999998,3.79,Bayer,100
2,36,10,12830,4.29,0,4.0599999,Bayer,100
2,37,2,14864,4.29,0,4.0500002,Bayer,100
2,38,7,13098,3.99,.70999998,3.8900001,Bayer,100
2,39,4,12142,3.99,1,3.9300001,Bayer,100
2,40,7,11470,3.98,.28999999,3.6900001,Bayer,100
2,41,11,15714,3.98,0,3.5799999,Bayer,100
2,42,6,12279,4.29,0,3.5799999,Bayer,100
2,43,6,14280,4.29,0,3.6099999,Bayer,100
2,44,7,13674,4.29,0,3.5799999,Bayer,100
2,45,7,14360,4.29,1,3.6400001,Bayer,100
2,46,9,13736,4.29,0,3.6300001,Bayer,100
2,47,8,13041,4.29,0,3.6199999,Bayer,100
2,48,11,14148,4.29,0,3.6199999,Bayer,100
2,1,9,14181,1.87,0,.94999999,Store brand,50
2,2,7,13965,1.8,0,.89999998,Store brand,50
2,3,3,13538,1.76,0,.87,Store brand,50
2,4,7,13735,1.8,0,.89999998,Store brand,50
2,5,5,13735,1.89,0,.95999998,Store brand,50
2,6,9,14553,1.8,0,.89999998,Store brand,50
2,7,7,14229,1.86,0,.94,Store brand,50
2,8,7,13890,1.8,0,.89999998,Store brand,50
2,9,7,13890,1.8,0,.89999998,Store brand,50
2,10,9,15164,1.6900001,0,.89999998,Store brand,50
2,11,8,14136,1.6900001,0,.93000001,Store brand,50
2,12,6,14561,1.6900001,0,.88999999,Store brand,50
2,13,4,14692,1.6900001,0,.86000001,Store brand,50
2,14,1,15758,1.6900001,0,.82999998,Store brand,50
2,15,1,14936,1.91,0,.91000003,Store brand,50
2,16,1,15714,1.6900001,0,.82999998,Store brand,50
2,17,6,16886,1.6900001,0,.82999998,Store brand,50
2,18,13,14249,1.6900001,0,.88999999,Store brand,50
2,19,6,14713,1.6900001,0,.88999999,Store brand,50
2,20,6,14637,1.6900001,0,.91000003,Store brand,50
2,21,4,16514,1.6900001,0,.92000002,Store brand,50
2,22,1,14514,1.6900001,0,.92000002,Store brand,50
2,23,8,14701,1.6900001,0,.92000002,Store brand,50
2,24,4,14854,1.6900001,0,.92000002,Store brand,50
2,25,4,15918,1.6900001,0,.92000002,Store brand,50
2,26,5,13834,2.78,0,.92000002,Store brand,50
2,27,1,13259,2.78,0,.92000002,Store brand,50
2,28,1,13259,2.78,0,.92000002,Store brand,50
2,29,8,13508,1.89,0,.92000002,Store brand,50
2,30,4,13798,1.89,1,.92000002,Store brand,50
2,31,1,13108,2.78,1,.92000002,Store brand,50
2,32,3,12993,2.78,0,.92000002,Store brand,50
2,33,1,13991,1.91,0,.91000003,Store brand,50
2,34,1,13991,1.91,0,.91000003,Store brand,50
2,35,1,13991,1.91,0,.91000003,Store brand,50
2,36,1,12830,1.91,0,.91000003,Store brand,50
2,37,2,14864,1.99,0,.92000002,Store brand,50
2,38,3,13098,1.99,0,.92000002,Store brand,50
2,39,1,12142,1.91,0,.91000003,Store brand,50
2,40,1,11470,1.91,0,.91000003,Store brand,50
2,41,1,15714,1.99,0,.92000002,Store brand,50
2,42,1,12279,1.99,1,.92000002,Store brand,50
2,43,1,14280,1.99,1,.92000002,Store brand,50
2,44,3,13674,1.99,0,.92000002,Store brand,50
2,45,2,14360,1.6900001,0,.92000002,Store brand,50
2,46,3,13736,1.6900001,0,.92000002,Store brand,50
2,47,1,13041,1.91,0,.91000003,Store brand,50
2,48,2,14148,1.6900001,1,.92000002,Store brand,50
2,1,1,14181,4.4899998,0,1.92,Store brand,100
2,2,1,13965,4.4899998,0,1.92,Store brand,100
2,3,1,13538,4.4899998,0,1.92,Store brand,100
2,4,1,13735,4.4899998,0,1.92,Store brand,100
2,5,1,13735,4.4899998,0,1.92,Store brand,100
2,6,1,14553,4.4899998,0,1.92,Store brand,100
2,7,1,14229,4.4899998,0,1.92,Store brand,100
2,8,2,13890,5.3899999,0,2.0999999,Store brand,100
2,9,2,13890,5.3899999,0,2.0999999,Store brand,100
2,10,8,15164,5.2399998,1,2.0799999,Store brand,100
2,11,6,14136,5.46,0,2.1500001,Store brand,100
2,12,3,14561,5.4200001,0,2.1300001,Store brand,100
2,13,1,14692,4.4899998,0,1.92,Store brand,100
